disasterNumber,fipsStateCode,fipsCountyCode,incidentBeginDate,incidentEndDate,declarationDate,incidentType,designatedIncidentTypes,declarationType,iaProgramDeclared,ihProgramDeclared,paProgramDeclared,hmProgramDeclared,is_statewide
1578,21,157,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,0,False
1578,21,177,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,1,False
1578,21,179,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,1,False
1578,21,187,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,1,False
1578,21,191,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,1,False
1578,21,201,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,1,False
1578,21,211,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,1,False
1578,21,219,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,0,False
1578,21,221,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,0,False
1578,21,225,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,1,False
1578,21,233,2004-12-21,2004-12-23,2005-02-08,Snowstorm,,DR,0,0,1,1,False
1580,39,001,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,003,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,005,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,009,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,011,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,013,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,015,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,017,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,019,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,021,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,021,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,023,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,0,1,False
3198,39,023,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,025,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,029,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,031,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,033,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,033,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,037,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,037,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,041,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,041,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
3198,39,043,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,045,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,047,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,049,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,049,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
3198,39,057,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,059,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,061,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,063,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,065,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,065,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,067,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,069,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,071,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,073,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,075,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,077,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,077,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,081,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,083,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,089,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,091,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,091,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,093,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,097,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,101,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,101,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,103,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,105,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,107,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,109,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,0,1,False
3198,39,109,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,111,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,113,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,113,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,115,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,117,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,117,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,119,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,121,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,125,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,127,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,129,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,131,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,135,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,137,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,139,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,139,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,141,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,143,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,145,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,147,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,147,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,149,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,149,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,151,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,157,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,159,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
3198,39,159,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,161,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,165,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,0,1,False
3198,39,165,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1580,39,167,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
1580,39,169,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,0,0,1,1,False
1580,39,175,2004-12-22,2005-02-01,2005-02-15,Severe Storm,F,DR,1,1,1,1,False
3198,39,175,2004-12-22,2004-12-24,2005-01-11,Snowstorm,,EM,0,0,1,0,False
1577,06,029,2004-12-27,2005-01-11,2005-02-04,Severe Storm,,DR,1,1,0,1,False
1577,06,037,2004-12-27,2005-01-11,2005-02-04,Severe Storm,,DR,1,1,1,1,False
1577,06,059,2004-12-27,2005-01-11,2005-02-04,Severe Storm,,DR,1,1,1,1,False
1577,06,065,2004-12-27,2005-01-11,2005-02-04,Severe Storm,,DR,1,1,1,1,False
1577,06,071,2004-12-27,2005-01-11,2005-02-04,Severe Storm,,DR,1,1,1,1,False
1577,06,073,2004-12-27,2005-01-11,2005-02-04,Severe Storm,,DR,1,1,1,1,False
1577,06,083,2004-12-27,2005-01-11,2005-02-04,Severe Storm,,DR,1,1,1,1,False
1577,06,111,2004-12-27,2005-01-11,2005-02-04,Severe Storm,,DR,1,1,1,1,False
1581,04,000,2004-12-28,2005-01-12,2005-02-17,Severe Storm,,DR,0,0,1,1,True
1581,04,000,2004-12-28,2005-01-12,2005-02-17,Severe Storm,,DR,0,0,1,1,True
1581,04,001,2004-12-28,2005-01-12,2005-02-17,Severe Storm,,DR,0,0,0,1,False
1581,04,005,2004-12-28,2005-01-12,2005-02-17,Severe Storm,,DR,0,0,1,1,False
1581,04,007,2004-12-28,2005-01-12,2005-02-17,Severe Storm,,DR,0,0,1,1,False
1581,04,015,2004-12-28,2005-01-12,2005-02-17,Severe Storm,,DR,0,0,1,1,False
1581,04,017,2004-12-28,2005-01-12,2005-02-17,Severe Storm,,DR,0,0,1,1,False
1581,04,025,2004-12-28,2005-01-12,2005-02-17,Severe Storm,,DR,0,0,1,1,False
3202,32,001,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,003,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,005,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,007,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,011,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,013,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,015,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,017,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,019,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,021,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,023,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,029,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,031,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,033,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
3202,32,510,2004-12-29,2005-01-02,2005-02-17,Snowstorm,,EM,0,0,1,0,False
1573,18,001,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,003,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,005,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,007,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,009,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,011,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,013,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,015,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,017,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,019,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,021,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,023,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,025,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,027,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,029,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,031,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,033,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,035,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,037,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,039,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,041,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,043,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,045,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,047,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,049,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,051,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,053,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,055,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,057,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,059,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,061,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,063,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,065,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,067,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,069,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,071,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,073,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,075,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,077,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,0,0,1,1,False
1573,18,079,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,081,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,083,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,1,1,False
1573,18,085,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,089,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
1573,18,091,2005-01-01,2005-02-11,2005-01-21,Severe Storm,F,DR,1,1,0,1,False
