disasterNumber,fipsStateCode,fipsCountyCode,incidentBeginDate,incidentEndDate,declarationDate,incidentType,designatedIncidentTypes,declarationType,iaProgramDeclared,ihProgramDeclared,paProgramDeclared,hmProgramDeclared,is_statewide
3359,51,079,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,079,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,081,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,083,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,085,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,087,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,089,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,091,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,091,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,093,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,095,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,097,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,097,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,099,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,101,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,103,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,103,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,105,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,107,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,107,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,109,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,111,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,113,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,113,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,115,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,115,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,117,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,119,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,119,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,121,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,125,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,125,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,127,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,127,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,131,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,131,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,133,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,133,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,135,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,137,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,139,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,141,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,143,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,145,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,147,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,149,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,153,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,153,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,155,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,157,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,157,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,159,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,161,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,163,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,165,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,167,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,169,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,171,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,171,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,173,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,175,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,177,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,179,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,181,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,181,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,183,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,185,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,187,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,187,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,191,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,193,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,193,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,195,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,197,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,199,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,510,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,515,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,520,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,530,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,540,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,550,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,570,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,580,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,590,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,595,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,600,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,600,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,610,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,610,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,620,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,630,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,640,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,650,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,660,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,670,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,678,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,680,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,683,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4092,51,683,2012-10-26,2012-11-08,2012-11-26,Hurricane,,DR,0,0,1,1,False
3359,51,685,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,690,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,700,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,710,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,720,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,730,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,735,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,740,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,750,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,760,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,770,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,775,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,790,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,800,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,810,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,820,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,830,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
3359,51,840,2012-10-26,2012-11-01,2012-10-29,Hurricane,,EM,0,0,1,0,False
4087,09,000,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,True
3353,09,001,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4087,09,001,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3353,09,003,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3353,09,005,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4087,09,005,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,0,1,1,False
3353,09,007,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4087,09,007,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3353,09,009,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4087,09,009,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3353,09,011,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4087,09,011,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3353,09,013,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4087,09,013,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,0,1,1,False
3353,09,015,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4087,09,015,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,0,1,1,False
3357,10,001,2012-10-27,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4090,10,001,2012-10-27,2012-11-08,2012-11-16,Hurricane,,DR,0,0,1,1,False
3357,10,003,2012-10-27,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4090,10,003,2012-10-27,2012-11-08,2012-11-16,Hurricane,,DR,0,0,1,1,False
3357,10,005,2012-10-27,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4090,10,005,2012-10-27,2012-11-08,2012-11-16,Hurricane,,DR,0,0,1,1,False
3350,25,001,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4097,25,001,2012-10-27,2012-11-08,2012-12-19,Hurricane,,DR,0,0,1,1,False
3350,25,003,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3350,25,005,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4097,25,005,2012-10-27,2012-11-08,2012-12-19,Hurricane,,DR,0,0,1,1,False
3350,25,007,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4097,25,007,2012-10-27,2012-11-08,2012-12-19,Hurricane,,DR,0,0,1,1,False
3350,25,009,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3350,25,011,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3350,25,013,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3350,25,015,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3350,25,017,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3350,25,019,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4097,25,019,2012-10-27,2012-11-08,2012-12-19,Hurricane,,DR,0,0,1,1,False
3350,25,021,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3350,25,023,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4097,25,023,2012-10-27,2012-11-08,2012-12-19,Hurricane,,DR,0,0,1,1,False
3350,25,025,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4097,25,025,2012-10-27,2012-11-08,2012-12-19,Hurricane,,DR,0,0,1,1,False
3350,25,027,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,001,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,003,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,005,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,005,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,007,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,009,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,011,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,013,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,015,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,017,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,019,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,021,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,023,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,025,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,027,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,029,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,031,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,033,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,035,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,037,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,039,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,039,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,0,1,1,False
3351,36,041,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,043,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,045,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,047,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,047,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,049,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,051,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,053,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,055,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,057,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,059,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,059,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,061,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,061,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,063,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,065,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,067,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,069,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,071,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,071,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,073,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,075,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,077,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,079,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,079,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,081,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,081,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,083,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,085,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,085,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,087,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,087,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,089,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,091,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,093,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,095,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,097,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,099,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,101,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,103,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,103,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,105,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,105,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,107,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,109,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,111,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,111,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,113,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,115,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,117,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,119,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
4085,36,119,2012-10-27,2012-11-08,2012-10-30,Hurricane,,DR,0,1,1,1,False
3351,36,121,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3351,36,123,2012-10-27,2012-11-08,2012-10-28,Hurricane,,EM,0,0,1,0,False
3352,11,001,2012-10-28,2012-10-31,2012-10-28,Hurricane,,EM,0,0,1,0,False
4098,39,007,2012-10-29,2012-10-30,2013-01-03,Hurricane,,DR,0,0,1,1,False
4098,39,035,2012-10-29,2012-10-30,2013-01-03,Hurricane,,DR,0,0,1,1,False
3358,54,001,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,001,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,003,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,005,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,005,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,007,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,007,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,009,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,011,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,013,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,015,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,015,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,017,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,019,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,019,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,021,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,023,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,025,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,027,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,029,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,031,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,033,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,035,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,037,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,039,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,039,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,041,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,041,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,043,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,045,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,047,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,049,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,051,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,053,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,055,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,057,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,059,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,061,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,063,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,065,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,067,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,067,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,069,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,071,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,071,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,073,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
3358,54,075,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,075,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,077,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
4093,54,077,2012-10-29,2012-11-08,2012-11-27,Hurricane,,DR,0,0,1,1,False
3358,54,079,2012-10-29,2012-11-08,2012-10-29,Hurricane,,EM,0,0,1,0,False
